start,end,গ্রাম পঞ্চায়েত,গ্রামের নাম ,সংসদ নং ,পাড়ার নাম ,টিউবওয়েলের ধরণ,ল্যান্ডমার্ক,মালিকের নাম,ইনস্টলেশনের তারিখ,ইনস্টলেশনের সময় জলের প্রথম স্তর,নলকূপের গভীরতা,কৃষিকাজে ব্যবহৃত টিউবওয়েলের শক্তি,টিউবওয়েলের ব্যবহার  ,টিউবওয়েলের ব্যবহার  /পানীয়,টিউবওয়েলের ব্যবহার  /গৃহস্থালী কার্যক্রম,টিউবওয়েলের ব্যবহার  /সেচ,টিউবওয়েলের ব্যবহার  /অন্যান্য,গ্রীষ্মকালে জল পাওয়া যায় না কি না,মার্চ - এপ্রিল,এপ্রিল - মে,মে - জুন,জলের গুণমান (আয়রন টেস্ট),মন্তব্য,নলকূপের ছবি,নলকূপের ছবি_URL,নলকূপের অবস্থান ,_নলকূপের অবস্থান _latitude,_নলকূপের অবস্থান _longitude,_নলকূপের অবস্থান _altitude,_নলকূপের অবস্থান _precision,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index,,,,,,,,,
2024-06-25,2024-07-22,পাথরপ্রতিমা ,Kishori nagar,27,Janar ghari,পঞ্চায়েত,Kishori nagar FP SChool,Panchayet,2000-06-30,,1000,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,Yes,Yes,Yes,হালকা বাদামী,,1719335456585.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F76a8d054-ee50-47cc-9156-53903ecedf2f%2F1719335456585.jpg,21.7416668 88.3337927 -48.534 1.592,21.7416668,88.3337927,-48.534,1.592,362647563,76a8d054-ee50-47cc-9156-53903ecedf2f,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,212,,,,,,,,,
2024-06-26,2024-07-22,পাথরপ্রতিমা ,Kishori nagar,27,Janar ghari,পঞ্চায়েত,Kishori nagar FPSchool,Panchayet,2012-06-26,,1000,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,Yes,Yes,Yes,হালকা বাদামী,,1719763608584.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F0bea7226-f516-4946-a9d2-f2abf75f81c9%2F1719763608584.jpg,21.7416499 88.3337639 -67.044 0.76,21.7416499,88.3337639,-67.044,0.76,362647591,0bea7226-f516-4946-a9d2-f2abf75f81c9,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,213,,,,,,,,,
2024-06-26,2024-07-22,পাথরপ্রতিমা ,Kishori nagr,27,Janar ghari,ব্যক্তিগত,,Sk Taher mohomath,1999-06-30,,1000,1HP,সেচ গৃহস্থালী কার্যক্রম অন্যান্য,0,1,1,1,হ্যাঁ,Yes,Yes,Yes,হালকা বাদামী,,1719415769171.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F550907a9-cab1-4b13-93ef-b0d853fcd4c5%2F1719415769171.jpg,21.742289 88.3329186 -81.706 3.9,21.742289,88.3329186,-81.706,3.9,362647635,550907a9-cab1-4b13-93ef-b0d853fcd4c5,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,214,,,,,,,,,
2024-06-28,2024-07-22,পাথরপ্রতিমা ,Kishori nagar,27,Bhudan ghari,পঞ্চায়েত,Near Uday giri,Panchyet,2018-06-28,,1000,,পানীয়,1,0,0,0,হ্যাঁ,Yes,Yes,Yes,হালকা বাদামী,,1719543939554.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2Fa1021d31-3798-4e41-97ef-ee655284b07b%2F1719543939554.jpg,21.7389765 88.3354297 -55.334 0.875,21.7389765,88.3354297,-55.334,0.875,362647670,a1021d31-3798-4e41-97ef-ee655284b07b,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,215,,,,,,,,,
2024-06-28,2024-07-22,পাথরপ্রতিমা ,Kishori nagar,28,Sahoor ghari,পঞ্চায়েত,Grammo Mondir,Panchayet,2020-06-28,,1000,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,Yes,Yes,Yes,,,1719551565937.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2Fef2c553c-1276-4efe-af19-8d64b729e92b%2F1719551565937.jpg,21.7307433 88.3407015 -36.271 0.857,21.7307433,88.3407015,-36.271,0.857,362647700,ef2c553c-1276-4efe-af19-8d64b729e92b,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,216,,,,,,,,,
2024-06-28,2024-07-22,পাথরপ্রতিমা ,Kishori nagar,28,Sahoor ghari,পঞ্চায়েত,Near Narayan sahoo house,Panchayet,2022-06-30,,1000,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,Yes,Yes,Yes,হালকা বাদামী,,1719552375802.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F08fe2dd4-6e1b-42d1-b3de-672eed6a7762%2F1719552375802.jpg,21.7255636 88.3432895 -29.139 1.136,21.7255636,88.3432895,-29.139,1.136,362647718,08fe2dd4-6e1b-42d1-b3de-672eed6a7762,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,217,,,,,,,,,
2024-06-28,2024-07-22,পাথরপ্রতিমা ,Kishori nagar,28,Sahoor ghari,পঞ্চায়েত,Near Sukumar pal house,Panchayet,,,1000,,,,,,,,,,,,,1719552571479.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F75b8436c-edc8-4f3e-86a8-2a6ff76ea4a4%2F1719552571479.jpg,21.7255029 88.3432646 -27.296 0.755,21.7255029,88.3432646,-27.296,0.755,362647747,75b8436c-edc8-4f3e-86a8-2a6ff76ea4a4,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,218,,,,,,,,,
2024-06-28,2024-07-22,পাথরপ্রতিমা ,Kishori magar,28,Sahoor ghari,পঞ্চায়েত,Near Amal jana house,Panchayet,2014-06-30,,1000,,,,,,,,,,,কালো,,1719552766558.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2Ff765128e-e8cc-4d7f-b251-af7f7700d6e5%2F1719552766558.jpg,21.729903 88.3336842 -43.824 0.736,21.729903,88.3336842,-43.824,0.736,362647775,f765128e-e8cc-4d7f-b251-af7f7700d6e5,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,219,,,,,,,,,
2024-07-13,2024-07-22,পাথরপ্রতিমা ,PDP,15,শায়ের ঘেরি,পঞ্চায়েত,শায়ের ঘেরি,নিমাই মাঝি,2013-07-13,,800,,পানীয়,1,0,0,0,না,,,,হালকা বাদামী,,1720849300611.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F25698373-632b-4c7e-8f5e-54d652e52a42%2F1720849300611.jpg,21.7590534 88.3122375 0.0 2599.999,21.7590534,88.3122375,0,2599.999,362658988,25698373-632b-4c7e-8f5e-54d652e52a42,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,221,,,,,,,,,
2024-07-14,2024-07-22,পাথরপ্রতিমা ,PDP,15,কণা ঘেরি,পঞ্চায়েত,নির্মলেন্দু গিরি,নির্মলেন্দু গিরি,2023-07-14,,900,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,মার্চ,এপ্রিল,মে,পরিষ্কার,,1720931336928.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F7eda6eb9-f98d-4da9-b6c5-f5b1f47b002b%2F1720931336928.jpg,21.7691327 88.3143638 0.0 4300.0,21.7691327,88.3143638,0,4300,362659010,7eda6eb9-f98d-4da9-b6c5-f5b1f47b002b,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,222,,,,,,,,,
2024-07-21,2024-07-22,পাথরপ্রতিমা ,PDP,15,ফেরিঘাট,পঞ্চায়েত,ফেরিঘাট বর্ডার পাড়া,পরান জানা,2022-04-10,,800,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,না,,,,হালকা বাদামী,,1721536612796.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2Faa58fc8e-6692-4b48-a5a7-c6f83b16cf9e%2F1721536612796.jpg,21.7680525 88.3033099 -117.058837890625 65.392,21.7680525,88.3033099,-117.0588379,65.392,362659027,aa58fc8e-6692-4b48-a5a7-c6f83b16cf9e,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,223,,,,,,,,,
2024-07-21,2024-07-22,পাথরপ্রতিমা ,Pdp,15,ফেরিঘাট,পঞ্চায়েত,ফেরিঘাট,কানাইলাল দিন্ডা,2023-03-19,,800,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,মার্চ,এপ্রিল,মে,পরিষ্কার,,1721540632450.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F2f9b126e-efc0-4591-964c-d4c6b8bc4988%2F1721540632450.jpg,21.7765151 88.3076808 0.0 1500.0,21.7765151,88.3076808,0,1500,362659051,2f9b126e-efc0-4591-964c-d4c6b8bc4988,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,224,,,,,,,,,
2024-07-21,2024-07-22,পাথরপ্রতিমা ,PDP,15,ফেরিঘাট,পঞ্চায়েত,ফেরিঘাট,গীতা শ্বশান ঘাট,2023-07-09,,900,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,না,,,,হালকা বাদামী,,1721546391769.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F4100972e-849f-4048-970a-dcd80f1a6ae9%2F1721546391769.jpg,21.7712912 88.3036149 -50.582305908203125 1759.04,21.7712912,88.3036149,-50.58230591,1759.04,362659068,4100972e-849f-4048-970a-dcd80f1a6ae9,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,225,,,,,,,,,
2024-07-22,2024-07-22,পাথরপ্রতিমা ,PDP,15,চারের ঘেরি,পঞ্চায়েত,চারের ঘেরি,হারু পান্ডা,2023-07-01,,900,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,মার্চ,এপ্রিল,মে,পরিষ্কার,,1721624698967.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F72e04ae9-e72f-4f84-87d8-6a8e3cb9c899%2F1721624698967.jpg,21.7872683 88.3028197 0.0 2900.0,21.7872683,88.3028197,0,2900,362659089,72e04ae9-e72f-4f84-87d8-6a8e3cb9c899,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,226,,,,,,,,,
2024-06-29,2024-07-22,পাথরপ্রতিমা ,পশ্চিম দ্বারকা পুর,13,,পঞ্চায়েত,কণিকা শাসমল,,2025-06-29,,800,না,পানীয়,1,0,0,0,হ্যাঁ,হ্যাঁ,হ্যাঁ,হ্যাঁ,পরিষ্কার,,1719653897851.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F6ec115c8-04fd-4468-b428-700d7f342a82%2F1719653897851.jpg,21.7941134 88.3593209 -34.39999771118164 20.0,21.7941134,88.3593209,-34.39999771,20,362660960,6ec115c8-04fd-4468-b428-700d7f342a82,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,227,,,,,,,,,
2024-07-03,2024-07-22,পাথরপ্রতিমা ,পশ্চিম দ্বারকা পুর,13,মাঝের পাড়া,পঞ্চায়েত,বিষ্ণপদ গিরি বাড়ির নিকট,পাথর প্রতিমা গ্ৰাম পঞ্চায়েত,2022-03-10,0,800,0,পানীয় গৃহস্থালী কার্যক্রম অন্যান্য,1,1,0,1,হ্যাঁ,মার্চ এপ্রিল,এপ্রিল মে,মে জুন,পরিষ্কার,,1720008327376.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F36d6c709-9eef-4481-a7d9-eab533753f34%2F1720008327376.jpg,21.7727199 88.3208911 -34.954 1.0,21.7727199,88.3208911,-34.954,1,362660982,36d6c709-9eef-4481-a7d9-eab533753f34,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,228,,,,,,,,,
2024-07-04,2024-07-22,পাথরপ্রতিমা ,পশ্চিম দ্বারকা পুর,13,উত্তর পাড়া,ব্যক্তিগত,সমরেশ মাইতি বাড়ির,সমরেশ মাইতি,2019-01-16,360,900,0,পানীয় গৃহস্থালী কার্যক্রম অন্যান্য,1,1,0,1,হ্যাঁ,মার্চ এপ্রি ল,এপ্রিল মে,মে জুন,পরিষ্কার,,1720068465337.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F0bdc175a-16be-44d7-82b4-9431bed5a656%2F1720068465337.jpg,21.770424 88.3222979 -57.895 2.399,21.770424,88.3222979,-57.895,2.399,362661005,0bdc175a-16be-44d7-82b4-9431bed5a656,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,229,,,,,,,,,
2024-07-05,2024-07-22,পাথরপ্রতিমা ,পশ্চিম দ্বারকা পুর,13,চকদার গিরি,পঞ্চায়েত,প্রতিমা প্রধান বাড়ির নিকট,পাথর প্রতিমা গ্ৰাম পঞ্চায়েত,2020-10-14,500,800,0,পানীয় গৃহস্থালী কার্যক্রম অন্যান্য,1,1,0,1,হ্যাঁ,মার্চ এপ্রিল,এপ্রিল মে,মে। জুন,পরিষ্কার,,1720164288837.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F60621482-cc17-4739-b2ba-fa278f4eefa9%2F1720164288837.jpg,21.7718168 88.3238768 -47.431 1.04,21.7718168,88.3238768,-47.431,1.04,362661024,60621482-cc17-4739-b2ba-fa278f4eefa9,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,230,,,,,,,,,
2024-07-06,2024-07-22,পাথরপ্রতিমা ,পশ্চিম দ্বারকা পুর,13,ছোকদারঘেরি,পঞ্চায়েত,দেশবন্ধু পাঠাগার নিকট,পাথর প্রতিমা গ্ৰাম পঞ্চায়েত,2018-06-14,400,900,0,পানীয় গৃহস্থালী কার্যক্রম অন্যান্য,1,1,0,1,না,,,,হালকা বাদামী,,1720245236855.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F55892fed-fe91-49c8-9b98-52d3b6e437d1%2F1720245236855.jpg,21.7750365 88.3236116 -57.812 1.178,21.7750365,88.3236116,-57.812,1.178,362661040,55892fed-fe91-49c8-9b98-52d3b6e437d1,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,231,,,,,,,,,
2024-07-09,2024-07-22,পাথরপ্রতিমা ,পশ্চিম দ্বারকা পুর,13,উত্তর পাড়া,ব্যক্তিগত,প্রদীপ মাইতির বাড়ির,প্রদীপ মাইতি,2020-02-07,400,900,0,পানীয় গৃহস্থালী কার্যক্রম অন্যান্য,1,1,0,1,হ্যাঁ,মার্চ এপ্রিল,এপ্রিল মে,মে। জুন,পরিষ্কার,,1720497275367.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2Ff2221195-7c4b-44b5-97b1-5ba9088616a7%2F1720497275367.jpg,21.7695617 88.3264108 -49.139 1.422,21.7695617,88.3264108,-49.139,1.422,362661061,f2221195-7c4b-44b5-97b1-5ba9088616a7,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,232,,,,,,,,,
2024-07-15,2024-07-22,পাথরপ্রতিমা ,পশ্চিম দ্বারকা,13,দক্ষিণপাড়া,পঞ্চায়েত,লোকনাথ ক্লাব ময়দান নিকট,পাথর প্রতিমা গ্ৰাম পঞ্চায়েত,2021-09-15,360,900,0,পানীয় গৃহস্থালী কার্যক্রম অন্যান্য,1,1,0,1,হ্যাঁ,মার্চ এপ্রিল,এপ্রিল মে,মে।  জুন,পরিষ্কার,,1721041677781.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F755f3162-a1d7-498a-b4b0-9155f9a79f90%2F1721041677781.jpg,21.7711131 88.3145166 -50.0 1.713,21.7711131,88.3145166,-50,1.713,362661072,755f3162-a1d7-498a-b4b0-9155f9a79f90,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,233,,,,,,,,,
2024-07-15,2024-07-22,পাথরপ্রতিমা ,পশ্চিম দ্বারকা পুর,13,দক্ষিণপাড়া,ব্যক্তিগত,শ্যামপদ খাঁড়া বাড়ির,শ্যামপদ খাঁড়া,2020-07-16,420,960,0,পানীয় গৃহস্থালী কার্যক্রম অন্যান্য,1,1,0,1,হ্যাঁ,মার্চ এপ্রিল,এপ্রিল মে,মে। জুন,পরিষ্কার,,1721043582862.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F64769ee5-b118-4e96-9d1b-60f69191637e%2F1721043582862.jpg,21.772148 88.3143303 -54.599 1.063,21.772148,88.3143303,-54.599,1.063,362661085,64769ee5-b118-4e96-9d1b-60f69191637e,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,234,,,,,,,,,
2024-07-15,2024-07-22,পাথরপ্রতিমা ,পশ্চিম দ্বারকা,13,দক্ষিণপাড়া,পঞ্চায়েত,বিষ্ণুপদ খাঁড়া বাড়ির নিকট,পাথর প্রতিমা গ্ৰাম পঞ্চায়েত,2024-07-15,,900,,,,,,,না,,,,,,1721044710926.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F7635760c-f6ab-4832-9340-03d5430ecd6a%2F1721044710926.jpg,21.7729064 88.3146735 -23.605 0.966,21.7729064,88.3146735,-23.605,0.966,362661095,7635760c-f6ab-4832-9340-03d5430ecd6a,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,235,,,,,,,,,
2024-07-16,2024-07-22,পাথরপ্রতিমা ,পশ্চিম দ্বারকা পুর,13,দক্ষিণপাড়া,ব্যক্তিগত,সুকমল গিরি,সুকমল গিরি,2022-06-15,500,1200,0,পানীয় গৃহস্থালী কার্যক্রম অন্যান্য,1,1,0,1,হ্যাঁ,মার্চ এপ্রিল,এপ্রিল মে,মে জুন,পরিষ্কার,,1721115497245.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2Fd2cab7ba-1140-4f6a-bca7-ce2b7339b282%2F1721115497245.jpg,21.7753969 88.3198865 -70.534 3.665,21.7753969,88.3198865,-70.534,3.665,362661103,d2cab7ba-1140-4f6a-bca7-ce2b7339b282,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,236,,,,,,,,,
2024-06-26,2024-07-22,পাথরপ্রতিমা ,Madhabnagar,5,Bajarpara,পঞ্চায়েত,Kanai Das ar barir samne,Gram panchayat,2019-05-16,1000,900,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,Yes,Yes,Yes,পরিষ্কার,,1719401191255.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F81403ede-f91c-4bcc-886f-14404a3f4c9d%2F1719401191255.jpg,21.7839667 88.3475883 -48.7 4.4,21.7839667,88.3475883,-48.7,4.4,362661115,81403ede-f91c-4bcc-886f-14404a3f4c9d,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,237,,,,,,,,,
2024-07-19,2024-07-22,পাথরপ্রতিমা ,পশ্চিম দ্বারকা পুর,13,দক্ষিণ পাড়া,পঞ্চায়েত,শংকর করন বাড়ির নিকট,পাথর প্রতিমা গ্ৰাম পঞ্চায়েত সমিতির,2017-09-13,,1000,0,পানীয় গৃহস্থালী কার্যক্রম অন্যান্য,1,1,0,1,হ্যাঁ,মার্চ এপ্রিল,এপ্রিল মে,মে।  জুন,পরিষ্কার,,1721377248481.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2Fbf5097c2-edd6-499a-bc9c-e4415fb861e8%2F1721377248481.jpg,21.7772384 88.3121303 -56.22 1.449,21.7772384,88.3121303,-56.22,1.449,362661135,bf5097c2-edd6-499a-bc9c-e4415fb861e8,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,238,,,,,,,,,
2024-06-26,2024-07-22,পাথরপ্রতিমা ,Madhabnagar,5,Bajarpara,পঞ্চায়েত,Hospital,Gram panchayat,1901-10-09,900,1000,,পানীয়,1,0,0,0,হ্যাঁ,Yes,Yes,Yes,হালকা বাদামী,,1719403048399.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F625d5553-de3e-4450-b294-c9171f58102e%2F1719403048399.jpg,21.789729 88.3539136 -35.39999771118164 4.75,21.789729,88.3539136,-35.39999771,4.75,362661136,625d5553-de3e-4450-b294-c9171f58102e,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,239,,,,,,,,,
2024-06-26,2024-07-22,পাথরপ্রতিমা ,Madhabnagar,5,Bajarpara,পঞ্চায়েত,Hospital,Gram panchayat,2020-04-15,1500,900,,পানীয়,1,0,0,0,হ্যাঁ,Y,Yes,Yes,পরিষ্কার,,1719403280924.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F3d25239a-3eef-49fa-84e7-9bfb50a97d7f%2F1719403280924.jpg,21.7893457 88.3541574 -30.600000381469727 4.2,21.7893457,88.3541574,-30.60000038,4.2,362661145,3d25239a-3eef-49fa-84e7-9bfb50a97d7f,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,240,,,,,,,,,
2024-07-22,2024-07-22,পাথরপ্রতিমা ,পশ্চিম দ্বারকা পুর,13,দক্ষিণ পাড়া,পঞ্চায়েত,রায়মনি সামন্ত,পাথর প্রতিমা গ্ৰাম পঞ্চায়েত,2020-02-12,300,1200,0,পানীয় গৃহস্থালী কার্যক্রম অন্যান্য,1,1,0,1,হ্যাঁ,মার্চ এপ্রিল,এপ্রিল মে,মে জুন,পরিষ্কার,,1721624647119.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F6b2af96a-f696-403b-8151-e406c579ce60%2F1721624647119.jpg,21.7751118 88.3260532 -56.683 2.073,21.7751118,88.3260532,-56.683,2.073,362661146,6b2af96a-f696-403b-8151-e406c579ce60,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,241,,,,,,,,,
2024-07-22,2024-07-22,পাথরপ্রতিমা ,পশ্চিম দ্বারকা পুর,13,দক্ষিণপাড়া,পঞ্চায়েত,আই সি ডি এস। সে ন্টার নিকট,পাথর প্রতিমা গ্ৰাম পঞ্চায়েত,2022-03-16,340,900,0,পানীয় গৃহস্থালী কার্যক্রম অন্যান্য,1,1,0,1,হ্যাঁ,মার্চ এপ্রিল,এপ্রিল মে,মে জুন,পরিষ্কার,,1721631237106.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F80d61a06-cd00-47ed-9006-8612b61cab7b%2F1721631237106.jpg,21.7751807 88.3248156 -55.109 3.876,21.7751807,88.3248156,-55.109,3.876,362661163,80d61a06-cd00-47ed-9006-8612b61cab7b,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,242,,,,,,,,,
2024-06-26,2024-07-22,পাথরপ্রতিমা ,Madhabnagar,5,Bajarpara,পঞ্চায়েত,Hospital ar samne,Gram panchayat,2019-03-23,1000,950,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,Yes,Yes,Yes,হালকা বাদামী,,1719403846092.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2Faceb78a4-7c9a-46da-b233-8f4e5d807791%2F1719403846092.jpg,21.7897244 88.3544988 -33.89999771118164 4.727,21.7897244,88.3544988,-33.89999771,4.727,362661170,aceb78a4-7c9a-46da-b233-8f4e5d807791,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,243,,,,,,,,,
2024-06-26,2024-07-22,পাথরপ্রতিমা ,Madhabnagar,5,Bajarpara,ব্যক্তিগত,Bishnu pada Janar bari,Bishnu pada Jana,2023-02-10,900,950,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,Yes,Yes,Yes,পরিষ্কার,,1719404728948.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F9d41fcac-aec0-4661-95af-adb29febc828%2F1719404728948.jpg,21.7888128 88.3520077 -35.39999771118164 4.905,21.7888128,88.3520077,-35.39999771,4.905,362661195,9d41fcac-aec0-4661-95af-adb29febc828,2024-07-22,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,244,,,,,,,,,
